#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.758173773135e+02       8.952201743220e-04      -9.039577136365e-01      -2.352647251098e-02      -6.286135524750e-02      -9.617042506415e-02      -4.311316191542e-03      -1.950377605893e-02      -7.266326279301e-01      -2.239690313094e-02       2.292881475166e-01       2.252659109770e-01      -1.051741557191e+00      -2.407548058775e-03      -1.857238870381e-01      -9.633510739753e+00       3.924625263060e-02 
       2.765016385241e+02       8.981915435796e-04      -8.838366206206e-01      -2.341891221876e-02      -6.428801826546e-02      -9.742991946926e-02      -4.482065737040e-03      -1.977253195966e-02      -7.123200811364e-01      -2.227373488285e-02       2.289251774063e-01       2.249423201527e-01      -1.050885162382e+00      -2.307573194781e-03      -1.827386455179e-01      -9.661343762658e+00       3.926834792974e-02 
       2.771858997347e+02       9.011666271947e-04      -8.638017131813e-01      -2.330889716460e-02      -6.573647756403e-02      -9.868209464827e-02      -4.658176949448e-03      -2.004075857260e-02      -6.980827672334e-01      -2.214837086742e-02       2.285662541211e-01       2.246219958164e-01      -1.050105961751e+00      -2.209687003339e-03      -1.797481509690e-01      -9.689182089576e+00       3.929039831035e-02 
       2.779047684300e+02       9.042961807946e-04      -8.428489237945e-01      -2.319066534801e-02      -6.728131879316e-02      -9.998872922829e-02      -4.849051121294e-03      -2.032182834974e-02      -6.832081433199e-01      -2.201433433887e-02       2.281935001353e-01       2.242889587838e-01      -1.049368528380e+00      -2.109114314170e-03      -1.766017631948e-01      -9.718434150685e+00       3.931351758915e-02 
       2.786236371252e+02       9.074298339710e-04      -8.219965939608e-01      -2.306970693622e-02      -6.884944316788e-02      -1.012852498696e-01      -5.046004509442e-03      -2.060200049735e-02      -6.684200951177e-01      -2.187794282005e-02       2.278251360217e-01       2.239594643683e-01      -1.048712205148e+00      -2.010875634325e-03      -1.734516692221e-01      -9.747692187259e+00       3.933659157177e-02 
       2.793425058204e+02       9.105675867239e-04      -8.012474672637e-01      -2.294601284071e-02      -7.044038834391e-02      -1.025706226570e-01      -5.249111779902e-03      -2.088111788725e-02      -6.537203956397e-01      -2.173923326663e-02       2.274611219292e-01       2.236334812342e-01      -1.048134873857e+00      -1.914984152062e-03      -1.702989361068e-01      -9.776956261491e+00       3.935962233700e-02 
       2.800613745157e+02       9.137094390535e-04      -7.806042968236e-01      -2.281957305190e-02      -7.205364654631e-02      -1.038438228729e-01      -5.458441695294e-03      -2.115902629543e-02      -6.391107921738e-01      -2.159824486883e-02       2.271014168404e-01       2.233109777965e-01      -1.047634405257e+00      -1.821451842900e-03      -1.671446272671e-01      -9.806226437854e+00       3.938261206229e-02 
       2.807802432109e+02       9.168553909596e-04      -7.600698414489e-01      -2.269037733072e-02      -7.368866396440e-02      -1.051038373634e-01      -5.674056807679e-03      -2.143557482022e-02      -6.245930006871e-01      -2.145501858121e-02       2.267459798331e-01       2.229919234178e-01      -1.047208655267e+00      -1.730289747948e-03      -1.639898020773e-01      -9.835502779475e+00       3.940556274596e-02 
       2.814991119061e+02       9.200054424423e-04      -7.396468720039e-01      -2.255841523192e-02      -7.534484030889e-02      -1.063496668424e-01      -5.896013165127e-03      -2.171061628305e-02      -6.101687083817e-01      -2.130959616351e-02       2.263947686332e-01       2.226762870007e-01      -1.046855471678e+00      -1.641507648756e-03      -1.608355154550e-01      -9.864785352358e+00       3.942847653341e-02 
       2.822179806014e+02       9.231595935016e-04      -7.193381648811e-01      -2.242367638864e-02      -7.702152864995e-02      -1.075803281148e-01      -6.124360033566e-03      -2.198400760788e-02      -5.958395680733e-01      -2.116202077685e-02       2.260477413333e-01       2.223640386174e-01      -1.046572688637e+00      -1.555114448521e-03      -1.576828174618e-01      -9.894074220448e+00       3.945135533731e-02 
       2.829802666572e+02       9.265087236111e-04      -6.979308078325e-01      -2.227775422319e-02      -7.882111753608e-02      -1.088676723282e-01      -6.373526367082e-03      -2.227195385790e-02      -5.807507481546e-01      -2.100323003159e-02       2.256842768752e-01       2.220365985030e-01      -1.046347313668e+00      -1.466121506565e-03      -1.543426063242e-01      -9.925138994219e+00       3.947558007817e-02 
       2.837425527130e+02       9.298624634541e-04      -6.766584010126e-01      -2.212868442720e-02      -8.064210616408e-02      -1.101357505289e-01      -6.629967230326e-03      -2.255772946868e-02      -5.657726376006e-01      -2.084212376284e-02       2.253254168773e-01       2.217128986025e-01      -1.046196055732e+00      -1.379831264614e-03      -1.510065950586e-01      -9.956211000137e+00       3.949977007527e-02 
       2.845048387688e+02       9.332208130304e-04      -6.555242924163e-01      -2.197645360401e-02      -8.248355133350e-02      -1.113834657037e-01      -6.893714491469e-03      -2.284118160836e-02      -5.509070867213e-01      -2.067875864201e-02       2.249711086020e-01       2.213929033933e-01      -1.046116306572e+00      -1.296250155284e-03      -1.476760147819e-01      -9.987290319204e+00       3.952392771514e-02 
       2.852671248246e+02       9.365837723402e-04      -6.345318398062e-01      -2.182104849911e-02      -8.434445133655e-02      -1.126097518661e-01      -7.164790232547e-03      -2.312216436580e-02      -5.361558989351e-01      -2.051319292297e-02       2.246212993846e-01       2.210765783224e-01      -1.046105448112e+00      -1.215383399771e-03      -1.443520884009e-01      -1.001837703125e+01       3.954805520488e-02 
       2.860294108805e+02       9.399513413834e-04      -6.136844144553e-01      -2.166245576924e-02      -8.622374652765e-02      -1.138135764767e-01      -7.443206508276e-03      -2.340053911625e-02      -5.215208325884e-01      -2.034548629974e-02       2.242759356870e-01       2.207638888549e-01      -1.046160857636e+00      -1.137234790849e-03      -1.410360300920e-01      -1.004947121777e+01       3.957215479422e-02 
       2.867916969363e+02       9.433235201600e-04      -5.929853992427e-01      -2.150066210692e-02      -8.812032005545e-02      -1.149939427118e-01      -7.728965136233e-03      -2.367617485132e-02      -5.070035985730e-01      -2.017570004442e-02       2.239349636121e-01       2.204548009263e-01      -1.046279907355e+00      -1.061806805205e-03      -1.377290447859e-01      -1.008057296050e+01       3.959622866902e-02 
       2.875539829921e+02       9.467003086701e-04      -5.724381885740e-01      -2.133565435430e-02      -9.003299874482e-02      -1.161498915721e-01      -8.022057519921e-03      -2.394894847192e-02      -4.926058591714e-01      -2.000389686621e-02       2.235983289514e-01       2.201492809449e-01      -1.046459965738e+00      -9.891006126672e-04      -1.344323276618e-01      -1.011168234145e+01       3.962027894839e-02 
       2.883696153668e+02       9.503185165842e-04      -5.506250161503e-01      -2.115552496224e-02      -9.209597254044e-02      -1.173586548103e-01      -8.343760746123e-03      -2.423751168551e-02      -4.773346958091e-01      -1.981790936818e-02       2.232428770017e-01       2.198262932485e-01      -1.046717204429e+00      -9.143201730502e-04      -1.309176134247e-01      -1.014497737316e+01       3.964598863022e-02 
       2.891852477415e+02       9.539420020048e-04      -5.289937263586e-01      -2.097168570990e-02      -9.417440407907e-02      -1.185373383337e-01      -8.673801043923e-03      -2.452253653411e-02      -4.622040953599e-01      -1.962976576528e-02       2.228922609166e-01       2.195073119826e-01      -1.047038048359e+00      -8.426537319080e-04      -1.274174491135e-01      -1.017828134602e+01       3.967167619090e-02 
       2.900008801162e+02       9.575707649318e-04      -5.075485247055e-01      -2.078412153617e-02      -9.626665120381e-02      -1.196849253535e-01      -9.012127343578e-03      -2.480390406484e-02      -4.472159054904e-01      -1.943954706138e-02       2.225464121103e-01       2.191922964641e-01      -1.047419275663e+00      -7.740974987932e-04      -1.239332577988e-01      -1.021159436515e+01       3.969734428390e-02 
       2.908165124909e+02       9.612048053653e-04      -4.862936238227e-01      -2.059281845017e-02      -9.837100510803e-02      -1.208004575412e-01      -9.358674446440e-03      -2.508150671613e-02      -4.323719006292e-01      -1.924733596307e-02       2.222052634624e-01       2.188812081740e-01      -1.047857660641e+00      -7.086463898116e-04      -1.204664471023e-01      -1.024491653111e+01       3.972299509928e-02 
       2.916321448656e+02       9.648441233052e-04      -4.652332582576e-01      -2.039776276237e-02      -1.004856927407e-01      -1.218830366260e-01      -9.713363028288e-03      -2.535524843333e-02      -4.176737926583e-01      -1.905321575567e-02       2.218687453765e-01       2.185740068825e-01      -1.048349991184e+00      -6.462931133105e-04      -1.170184085145e-01      -1.027824795159e+01       3.974863129145e-02 
       2.924477772403e+02       9.684887187515e-04      -4.443716651742e-01      -2.019894233763e-02      -1.026088794567e-01      -1.229318257051e-01      -1.007609969395e-02      -2.562504472443e-02      -4.031232163063e-01      -1.885727121673e-02       2.215367905881e-01       2.182706552148e-01      -1.048893052259e+00      -5.870292831464e-04      -1.135905167549e-01      -1.031158872760e+01       3.977425488022e-02 
       2.932634096150e+02       9.721385917043e-04      -4.237131030567e-01      -1.999634554515e-02      -1.047386718491e-01      -1.239460502539e-01      -1.044677708346e-02      -2.589082265483e-02      -3.887217433498e-01      -1.865958727641e-02       2.212093291234e-01       2.179711137116e-01      -1.049483647562e+00      -5.308442466019e-04      -1.101841291110e-01      -1.034493896832e+01       3.979986843817e-02 
       2.941442474534e+02       9.760861797915e-04      -4.016359367276e-01      -1.977329964011e-02      -1.070439000886e-01      -1.250017179388e-01      -1.085586645861e-02      -2.617326445961e-02      -3.733381299691e-01      -1.844424529358e-02       2.208606574173e-01       2.176518623784e-01      -1.050171160236e+00      -4.736117765516e-04      -1.065311142294e-01      -1.038096613153e+01       3.982752065576e-02 
       2.950250852918e+02       9.800399229314e-04      -3.798059133320e-01      -1.954582694452e-02      -1.093520347949e-01      -1.260154321501e-01      -1.127390499244e-02      -2.645088575567e-02      -3.581319484217e-01      -1.822708353973e-02       2.205170599613e-01       2.173369640454e-01      -1.050906385555e+00      -4.199388816487e-04      -1.029064030875e-01      -1.041700458982e+01       3.985516638933e-02 
       2.959059231301e+02       9.839998211243e-04      -3.582284217411e-01      -1.931391883655e-02      -1.116604859754e-01      -1.269864666833e-01      -1.170070413634e-02      -2.672363925678e-02      -3.431048920297e-01      -1.800821104338e-02       2.201784507796e-01       2.170263725714e-01      -1.051685338662e+00      -3.698062204145e-04      -9.931163166435e-02      -1.045305447702e+01       3.988280820415e-02 
       2.967867609685e+02       9.879658743699e-04      -3.369088583276e-01      -1.907756900940e-02      -1.139666024096e-01      -1.279141817288e-01      -1.213605765719e-02      -2.699149254518e-02      -3.282585570966e-01      -1.778773681048e-02       2.198447439329e-01       2.167200421484e-01      -1.052504057421e+00      -3.231922420502e-04      -9.574840876390e-02      -1.048911592823e+01       3.991044864235e-02 
       2.976675988069e+02       9.919380826684e-04      -3.158526268836e-01      -1.883677351971e-02      -1.162676770418e-01      -1.287980232461e-01      -1.257974214691e-02      -2.725442765573e-02      -3.135944451231e-01      -1.756576940546e-02       2.195158529209e-01       2.164179266155e-01      -1.053358607774e+00      -2.800730481915e-04      -9.221831514268e-02      -1.052518908191e+01       3.993809038989e-02 
       2.985484366452e+02       9.959164460198e-04      -2.950651250621e-01      -1.859153163859e-02      -1.185609525748e-01      -1.296375219592e-01      -1.303151759274e-02      -2.751244059182e-02      -2.991139553211e-01      -1.734241732989e-02       2.191916934618e-01       2.161199820388e-01      -1.054245075819e+00      -2.404230578438e-04      -8.872290268976e-02      -1.056127407198e+01       3.996573564171e-02 
       2.994292744836e+02       9.999009644239e-04      -2.745517567985e-01      -1.834184510743e-02      -1.208436271836e-01      -1.304322919824e-01      -1.349112800521e-02      -2.776554077614e-02      -2.848183970210e-01      -1.711778779855e-02       2.188721795282e-01       2.158261627753e-01      -1.055159586090e+00      -2.042140770552e-04      -8.526369359479e-02      -1.059737103965e+01       3.999338706338e-02 
